中文类别,地点ID,生态区,X,Y,Z,距祭坛,状态
黑暗林山墓穴,Crypt3,BlackForest,-8702,44,-3136,8859,预定位置
黑暗林山墓穴,Crypt3,BlackForest,-8201,46,3895,8901,预定位置
黑暗林山墓穴,Crypt3,BlackForest,-8183,62,4222,9042,预定位置
黑暗林山墓穴,Crypt3,BlackForest,7669,47,-4553,9078,预定位置
黑暗林山墓穴,Crypt3,BlackForest,-8443,41,3909,9121,预定位置
黑暗林山墓穴,Crypt3,BlackForest,7807,34,-4474,9163,预定位置
黑暗林山墓穴,Crypt3,BlackForest,-9592,64,-824,9285,预定位置
黑暗林山墓穴,Crypt3,BlackForest,7925,38,-4533,9295,预定位置
黑暗林山墓穴,Crypt3,BlackForest,8885,40,-3258,9689,预定位置
黑暗林山墓穴,Crypt3,BlackForest,9148,33,2635,9903,预定位置
黑暗林山墓穴,Crypt3,BlackForest,9609,44,10,9937,预定位置
黑暗林山墓穴,Crypt3,BlackForest,9784,42,-1472,10183,预定位置
黑暗林山墓穴,Crypt3,BlackForest,9605,35,2236,10237,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-259,35,-951,703,已生成
黑暗林山墓穴,Crypt4,BlackForest,-259,43,630,884,已生成
黑暗林山墓穴,Crypt4,BlackForest,7,32,-1162,969,已生成
黑暗林山墓穴,Crypt4,BlackForest,-444,43,895,1153,已生成
黑暗林山墓穴,Crypt4,BlackForest,-1606,47,-120,1287,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-650,33,1013,1306,已生成
黑暗林山墓穴,Crypt4,BlackForest,899,34,-767,1328,已生成
黑暗林山墓穴,Crypt4,BlackForest,-1653,66,-311,1329,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-502,40,1087,1350,已生成
黑暗林山墓穴,Crypt4,BlackForest,-311,36,1145,1396,已生成
黑暗林山墓穴,Crypt4,BlackForest,971,36,454,1475,已生成
黑暗林山墓穴,Crypt4,BlackForest,-955,35,-1723,1601,预定位置
黑暗林山墓穴,Crypt4,BlackForest,182,74,1274,1608,已生成
黑暗林山墓穴,Crypt4,BlackForest,-1739,46,575,1637,已生成
黑暗林山墓穴,Crypt4,BlackForest,-1855,67,380,1655,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-379,75,1464,1716,已生成
黑暗林山墓穴,Crypt4,BlackForest,-191,54,1476,1733,已生成
黑暗林山墓穴,Crypt4,BlackForest,-950,45,1480,1841,已生成
黑暗林山墓穴,Crypt4,BlackForest,-380,77,1608,1860,已生成
黑暗林山墓穴,Crypt4,BlackForest,-446,76,1736,1991,已生成
黑暗林山墓穴,Crypt4,BlackForest,-459,73,1864,2119,已生成
黑暗林山墓穴,Crypt4,BlackForest,1656,68,506,2121,预定位置
黑暗林山墓穴,Crypt4,BlackForest,1656,65,648,2176,预定位置
黑暗林山墓穴,Crypt4,BlackForest,1866,33,-327,2192,已生成
黑暗林山墓穴,Crypt4,BlackForest,769,77,1674,2215,已生成
黑暗林山墓穴,Crypt4,BlackForest,-1463,34,1849,2389,已生成
黑暗林山墓穴,Crypt4,BlackForest,632,68,1985,2433,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-2806,33,-451,2489,预定位置
黑暗林山墓穴,Crypt4,BlackForest,1148,33,1858,2573,预定位置
黑暗林山墓穴,Crypt4,BlackForest,2166,31,-895,2574,已生成
黑暗林山墓穴,Crypt4,BlackForest,-2946,60,-762,2670,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-3002,59,-373,2679,预定位置
黑暗林山墓穴,Crypt4,BlackForest,2302,53,-841,2692,预定位置
黑暗林山墓穴,Crypt4,BlackForest,1734,49,-2037,2726,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-3142,37,-267,2817,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-3142,79,-822,2874,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-3190,52,-648,2892,预定位置
黑暗林山墓穴,Crypt4,BlackForest,1208,35,2232,2919,预定位置
黑暗林山墓穴,Crypt4,BlackForest,2040,82,-1977,2927,预定位置
黑暗林山墓穴,Crypt4,BlackForest,2627,39,-515,2964,预定位置
黑暗林山墓穴,Crypt4,BlackForest,2559,52,-1083,3002,预定位置
黑暗林山墓穴,Crypt4,BlackForest,1463,44,2172,3011,预定位置
黑暗林山墓穴,Crypt4,BlackForest,0,31,2754,3022,预定位置
黑暗林山墓穴,Crypt4,BlackForest,2569,44,-1223,3053,已生成
黑暗林山墓穴,Crypt4,BlackForest,-3337,39,-759,3054,预定位置
黑暗林山墓穴,Crypt4,BlackForest,2116,48,-2109,3068,预定位置
黑暗林山墓穴,Crypt4,BlackForest,2754,37,-641,3104,预定位置
黑暗林山墓穴,Crypt4,BlackForest,1272,51,2429,3120,预定位置
黑暗林山墓穴,Crypt4,BlackForest,769,57,2691,3139,预定位置
黑暗林山墓穴,Crypt4,BlackForest,2689,54,-1160,3148,预定位置
黑暗林山墓穴,Crypt4,BlackForest,1859,51,2040,3166,预定位置
黑暗林山墓穴,Crypt4,BlackForest,2749,72,-1021,3169,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-2950,51,1525,3170,预定位置
黑暗林山墓穴,Crypt4,BlackForest,1026,44,-3270,3308,预定位置
黑暗林山墓穴,Crypt4,BlackForest,957,41,-3522,3513,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-3270,35,1669,3515,预定位置
黑暗林山墓穴,Crypt4,BlackForest,1081,32,-3590,3622,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-2819,44,2436,3666,已生成
黑暗林山墓穴,Crypt4,BlackForest,457,34,3452,3785,预定位置
黑暗林山墓穴,Crypt4,BlackForest,3082,47,1469,3817,预定位置
黑暗林山墓穴,Crypt4,BlackForest,842,37,-3911,3841,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-3847,42,1336,3863,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-4229,45,120,3922,预定位置
黑暗林山墓穴,Crypt4,BlackForest,316,33,3652,3956,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-3977,32,1291,3964,预定位置
黑暗林山墓穴,Crypt4,BlackForest,3382,67,-1733,3993,预定位置
黑暗林山墓穴,Crypt4,BlackForest,3339,63,-1855,4000,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-437,74,3830,4083,已生成
黑暗林山墓穴,Crypt4,BlackForest,-3189,73,2690,4105,已生成
黑暗林山墓穴,Crypt4,BlackForest,-4476,32,-317,4152,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-649,51,3911,4175,已生成
黑暗林山墓穴,Crypt4,BlackForest,-4483,72,135,4176,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-4538,73,253,4243,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-641,44,4043,4306,预定位置
黑暗林山墓穴,Crypt4,BlackForest,1471,52,3717,4356,已生成
黑暗林山墓穴,Crypt4,BlackForest,-3641,33,2633,4395,已生成
黑暗林山墓穴,Crypt4,BlackForest,-2168,42,3848,4494,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-2628,48,-4170,4545,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-2489,47,3767,4564,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-4087,39,2371,4585,预定位置
黑暗林山墓穴,Crypt4,BlackForest,3381,38,2486,4607,预定位置
黑暗林山墓穴,Crypt4,BlackForest,3326,34,2619,4644,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-2494,34,3904,4687,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-769,37,-4919,4689,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-2759,52,-4292,4717,预定位置
黑暗林山墓穴,Crypt4,BlackForest,4217,66,1081,4734,预定位置
黑暗林山墓穴,Crypt4,BlackForest,1857,36,-4535,4807,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-711,56,-5045,4810,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-827,46,-5113,4888,预定位置
黑暗林山墓穴,Crypt4,BlackForest,442,69,-5186,4994,预定位置
黑暗林山墓穴,Crypt4,BlackForest,1660,46,-4854,5013,预定位置
黑暗林山墓穴,Crypt4,BlackForest,449,77,4731,5043,已生成
黑暗林山墓穴,Crypt4,BlackForest,1658,83,4425,5079,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-4218,38,-3722,5215,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-4168,51,-3843,5260,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-1659,65,4858,5281,预定位置
黑暗林山墓穴,Crypt4,BlackForest,255,37,5047,5330,已生成
黑暗林山墓穴,Crypt4,BlackForest,-3959,77,-4225,5384,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-2107,80,4857,5410,预定位置
黑暗林山墓穴,Crypt4,BlackForest,4997,60,893,5443,预定位置
黑暗林山墓穴,Crypt4,BlackForest,128,33,5193,5463,已生成
黑暗林山墓穴,Crypt4,BlackForest,5176,32,192,5519,预定位置
黑暗林山墓穴,Crypt4,BlackForest,264,33,5240,5523,已生成
黑暗林山墓穴,Crypt4,BlackForest,-2825,32,-5181,5528,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-4151,50,3765,5547,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-2554,64,-5368,5581,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-2105,57,5047,5589,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-4282,50,3785,5652,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-1795,72,5252,5696,预定位置
黑暗林山墓穴,Crypt4,BlackForest,4544,69,2760,5725,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-5895,54,-1601,5730,预定位置
黑暗林山墓穴,Crypt4,BlackForest,4607,79,2891,5848,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-6077,55,-1405,5866,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-6006,44,-1788,5885,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-6081,50,-1593,5910,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-4604,68,3845,5924,预定位置
黑暗林山墓穴,Crypt4,BlackForest,5499,37,-1528,5962,预定位置
黑暗林山墓穴,Crypt4,BlackForest,4936,44,-3335,6098,已生成
黑暗林山墓穴,Crypt4,BlackForest,1861,32,5501,6154,预定位置
黑暗林山墓穴,Crypt4,BlackForest,2294,46,5320,6156,预定位置
黑暗林山墓穴,Crypt4,BlackForest,5688,34,-2045,6275,预定位置
黑暗林山墓穴,Crypt4,BlackForest,4224,33,-4603,6295,预定位置
黑暗林山墓穴,Crypt4,BlackForest,4097,36,-4737,6299,预定位置
黑暗林山墓穴,Crypt4,BlackForest,2423,69,5443,6323,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-2495,73,5703,6337,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-2184,40,5878,6405,预定位置
黑暗林山墓穴,Crypt4,BlackForest,3719,59,4731,6417,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-2429,65,5814,6420,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-4618,47,4605,6482,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-2314,40,6019,6578,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-830,59,-6850,6618,预定位置
黑暗林山墓穴,Crypt4,BlackForest,4871,32,3896,6648,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-132,36,6410,6665,已生成
黑暗林山墓穴,Crypt4,BlackForest,-2436,40,6079,6673,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-6594,42,2047,6677,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-252,34,6535,6787,已生成
黑暗林山墓穴,Crypt4,BlackForest,-575,33,-7176,6929,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-2875,31,-6710,6944,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-5686,68,-4984,7151,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-5883,53,-4795,7179,预定位置
黑暗林山墓穴,Crypt4,BlackForest,1404,40,-7307,7265,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-5831,77,-4995,7268,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-5689,32,-5187,7289,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-4277,44,5885,7299,预定位置
黑暗林山墓穴,Crypt4,BlackForest,6018,33,-3962,7349,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-7553,36,1093,7352,预定位置
黑暗林山墓穴,Crypt4,BlackForest,5827,56,-4287,7358,预定位置
黑暗林山墓穴,Crypt4,BlackForest,1346,45,-7432,7372,预定位置
黑暗林山墓穴,Crypt4,BlackForest,1472,37,-7543,7510,预定位置
黑暗林山墓穴,Crypt4,BlackForest,5376,32,4730,7571,预定位置
黑暗林山墓穴,Crypt4,BlackForest,6283,53,-4170,7683,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-1669,32,7363,7732,已生成
黑暗林山墓穴,Crypt4,BlackForest,-7808,62,-2249,7745,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-7036,68,-4150,7761,预定位置
黑暗林山墓穴,Crypt4,BlackForest,6774,34,-3453,7788,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-7369,62,-3578,7790,预定位置
黑暗林山墓穴,Crypt4,BlackForest,6456,37,-4293,7894,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-7491,57,-3642,7927,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-7232,69,-4169,7941,预定位置
黑暗林山墓穴,Crypt4,BlackForest,3587,44,-7173,7951,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-7224,64,-4298,7998,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-7176,62,-4427,8023,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-8324,38,-1144,8048,预定位置
黑暗林山墓穴,Crypt4,BlackForest,4223,31,-6902,8057,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-7998,35,-2807,8087,预定位置
黑暗林山墓穴,Crypt4,BlackForest,6143,33,-5195,8141,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-6527,33,5251,8290,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-8630,65,-1607,8414,预定位置
黑暗林山墓穴,Crypt4,BlackForest,6012,36,5323,8440,预定位置
黑暗林山墓穴,Crypt4,BlackForest,4479,31,6727,8472,预定位置
黑暗林山墓穴,Crypt4,BlackForest,7799,32,-2762,8504,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-8694,38,-2110,8573,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-7937,77,3785,8616,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-8445,33,-3265,8661,预定位置
黑暗林山墓穴,Crypt4,BlackForest,7933,32,-2883,8668,预定位置
黑暗林山墓穴,Crypt4,BlackForest,8394,61,-442,8722,预定位置
黑暗林山墓穴,Crypt4,BlackForest,7547,43,3528,8732,预定位置
黑暗林山墓穴,Crypt4,BlackForest,7038,32,4541,8785,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-8194,46,3767,8836,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-8055,47,4105,8873,预定位置
黑暗林山墓穴,Crypt4,BlackForest,8583,32,-446,8910,预定位置
黑暗林山墓穴,Crypt4,BlackForest,8584,49,-705,8921,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-8261,36,3961,8984,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-8760,34,-3446,9019,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-8312,51,4086,9088,预定位置
黑暗林山墓穴,Crypt4,BlackForest,7811,32,-4425,9144,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-8570,35,3783,9178,预定位置
黑暗林山墓穴,Crypt4,BlackForest,8831,33,-2057,9332,预定位置
黑暗林山墓穴,Crypt4,BlackForest,8889,40,-1791,9342,预定位置
黑暗林山墓穴,Crypt4,BlackForest,8181,32,-4232,9392,预定位置
黑暗林山墓穴,Crypt4,BlackForest,8118,34,-4475,9441,预定位置
黑暗林山墓穴,Crypt4,BlackForest,8775,34,-3259,9585,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-9867,35,-1721,9654,预定位置
黑暗林山墓穴,Crypt4,BlackForest,-9863,35,2042,9810,预定位置
黑暗林山墓穴,Crypt4,BlackForest,9527,52,392,9873,预定位置
黑暗林山墓穴,Crypt4,BlackForest,9608,51,185,9942,预定位置
黑暗林山墓穴,Crypt4,BlackForest,9345,32,2430,10035,预定位置
黑暗林山墓穴,Crypt4,BlackForest,9538,40,2314,10192,预定位置
黑暗林山墓穴,Crypt4,BlackForest,9860,34,-1398,10250,预定位置
黑暗林山墓穴,Crypt4,BlackForest,10046,32,-121,10372,预定位置
